sourcecommonname,theme,year,month,day,avgtone,numarticles
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_FEAR,2019,12,13,-1.5516319,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_FEAR,2019,12,16,-3.930131,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_FEAR,2019,12,19,-3.6061676,2
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_FEAR,2019,12,22,-0.54288816,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_FEAR,2019,12,23,-4.8526864,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_FEAR,2019,12,27,-1.980198,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_MIGRATION,2019,12,12,2.970297,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_MIGRATION,2019,12,19,-3.5497835,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_MIGRATION,2019,12,21,0,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_MIGRATION,2019,12,27,-1.4529915,1
boisestatepublicradio.org,EPU_CATS_MIGRATION_FEAR_MIGRATION,2019,12,30,-2.7989821,1
boisestatepublicradio.org,EPU_CATS_MONETARY_POLICY,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,4,-0.75600016,2
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,10,-0.5326232,1
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,11,-2.7293403,1
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,12,-5.686981,2
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,18,-6.909091,1
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,22,-0.54288816,1
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,25,0.5688282,1
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,28,-1.0709505,1
boisestatepublicradio.org,EPU_CATS_NATIONAL_SECURITY,2019,12,30,1.0638298,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,1,-0.8130081,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,3,-0.45592704,2
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,6,-1.4278916,2
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,9,-3.5658202,3
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,10,-3.3033485,2
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,11,-0.78327125,3
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,12,-3.866059,3
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,13,-3.201189,2
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,14,-4.850746,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,16,-3.930131,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,18,-6.909091,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,19,-3.5497835,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,20,0,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,21,0,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,23,-4.8526864,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,25,0.5688282,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,27,-5.378486,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,28,-1.0709505,1
boisestatepublicradio.org,EPU_CATS_REGULATION,2019,12,30,-2.7989821,1
boisestatepublicradio.org,EPU_CATS_SOVEREIGN_DEBT_CURRENCY_CRISES,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_CATS_TAXES,2019,12,17,0.25188917,1
boisestatepublicradio.org,EPU_CATS_TAXES,2019,12,20,-2.34375,2
boisestatepublicradio.org,EPU_CATS_TRADE_POLICY,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_CATS_TRADE_POLICY,2019,12,11,3.9215686,1
boisestatepublicradio.org,EPU_ECONOMY,2019,12,2,3.3898306,1
boisestatepublicradio.org,EPU_ECONOMY,2019,12,4,-1.28,1
boisestatepublicradio.org,EPU_ECONOMY,2019,12,10,2.631579,1
boisestatepublicradio.org,EPU_ECONOMY,2019,12,11,0.5961141,2
boisestatepublicradio.org,EPU_ECONOMY,2019,12,12,-2.2250988,2
boisestatepublicradio.org,EPU_ECONOMY,2019,12,13,-1.0162005,2
boisestatepublicradio.org,EPU_ECONOMY,2019,12,20,0.3133147,2
boisestatepublicradio.org,EPU_ECONOMY,2019,12,28,-1.0709505,1
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,2,2.8949153,2
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,3,-3.5856574,1
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,4,-1.28,1
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,6,1.7207903,2
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,9,-0.98844284,2
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,10,2.631579,1
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,11,0.72717035,3
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,12,-1.5581377,3
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,13,-1.1032112,5
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,16,-2.8368795,1
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,20,0.42755404,4
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,22,-0.54288816,1
boisestatepublicradio.org,EPU_ECONOMY_HISTORIC,2019,12,28,-1.0709505,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,1,-0.8130081,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,3,0.9708738,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,6,-4.097715,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,9,-2.8169014,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,10,-6.0740743,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,12,-6.212019,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,19,-3.5497835,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,23,-4.8526864,1
boisestatepublicradio.org,EPU_POLICY_AUTHORITIES,2019,12,30,-5.157661,2
boisestatepublicradio.org,EPU_POLICY_BUDGET,2019,12,9,-4.1666665,1
boisestatepublicradio.org,EPU_POLICY_BUDGET,2019,12,13,0.39215687,1
boisestatepublicradio.org,EPU_POLICY_BUDGET,2019,12,16,-0.625,1
boisestatepublicradio.org,EPU_POLICY_CENTRAL_BANK,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_POLICY_CONGRESS,2019,12,3,-0.9118541,1
boisestatepublicradio.org,EPU_POLICY_CONGRESS,2019,12,4,-2.0744262,2
boisestatepublicradio.org,EPU_POLICY_CONGRESS,2019,12,12,-4.2649093,2
boisestatepublicradio.org,EPU_POLICY_CONGRESS,2019,12,13,-4.8775263,2
boisestatepublicradio.org,EPU_POLICY_CONGRESS,2019,12,14,-4.850746,1
boisestatepublicradio.org,EPU_POLICY_CONGRESS,2019,12,18,-6.909091,1
boisestatepublicradio.org,EPU_POLICY_CONGRESS,2019,12,19,-3.6625514,1
boisestatepublicradio.org,EPU_POLICY_CONGRESSIONAL,2019,12,4,-1.28,1
boisestatepublicradio.org,EPU_POLICY_FEDERAL_RESERVE,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_POLICY_FISCAL_POLICY,2019,12,20,-0.35971224,1
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,3,-0.9118541,1
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,5,2.7522936,1
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,6,-4.097715,1
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,11,-2.7293403,1
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,12,-4.7899475,2
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,13,-3.2279692,2
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,19,-3.5497835,1
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,25,0.5688282,1
boisestatepublicradio.org,EPU_POLICY_GOVERNMENT,2019,12,30,-2.7989821,1
boisestatepublicradio.org,EPU_POLICY_INTEREST_RATES,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,1,-0.8130081,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,3,0.029509842,2
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,4,-0.75600016,2
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,6,-4.097715,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,9,-4.1666665,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,10,-6.0740743,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,11,-3.1503844,2
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,13,-4.9043064,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,16,-3.383505,2
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,18,-4.9382715,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,19,-3.6061676,2
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,23,-4.8526864,1
boisestatepublicradio.org,EPU_POLICY_LAW,2019,12,27,-5.378486,1
boisestatepublicradio.org,EPU_POLICY_LAWMAKERS,2019,12,3,-0.9118541,1
boisestatepublicradio.org,EPU_POLICY_LAWMAKERS,2019,12,9,-3.7138927,1
boisestatepublicradio.org,EPU_POLICY_LAWMAKERS,2019,12,10,-6.0740743,1
boisestatepublicradio.org,EPU_POLICY_LAWMAKERS,2019,12,12,-0.19878931,2
boisestatepublicradio.org,EPU_POLICY_LAWMAKERS,2019,12,13,0.39215687,1
boisestatepublicradio.org,EPU_POLICY_LAWMAKERS,2019,12,16,-1.7309397,2
boisestatepublicradio.org,EPU_POLICY_LAWMAKERS,2019,12,18,-6.909091,1
boisestatepublicradio.org,EPU_POLICY_LAWMAKERS,2019,12,23,-3.8135593,1
boisestatepublicradio.org,EPU_POLICY_LEGISLATION,2019,12,3,2.34375,1
boisestatepublicradio.org,EPU_POLICY_LEGISLATION,2019,12,6,-4.097715,1
boisestatepublicradio.org,EPU_POLICY_LEGISLATION,2019,12,12,-3.2450042,4
boisestatepublicradio.org,EPU_POLICY_LEGISLATION,2019,12,16,-0.625,1
boisestatepublicradio.org,EPU_POLICY_POLICY,2019,12,5,-0.7915567,1
boisestatepublicradio.org,EPU_POLICY_POLICY,2019,12,6,-2.5936599,1
boisestatepublicradio.org,EPU_POLICY_POLICY,2019,12,12,-0.22421524,1
boisestatepublicradio.org,EPU_POLICY_POLICY,2019,12,13,-1.5516319,1
boisestatepublicradio.org,EPU_POLICY_POLICY,2019,12,14,3.875969,1
boisestatepublicradio.org,EPU_POLICY_POLICY,2019,12,20,-0.17985612,2
boisestatepublicradio.org,EPU_POLICY_POLICY,2019,12,21,0,1
boisestatepublicradio.org,EPU_POLICY_POLICY,2019,12,30,-2.1052632,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,2,1.2,2
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,3,0.6209768,3
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,4,-2.8688524,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,5,-0.83156955,3
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,6,-4.097715,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,9,-3.7138927,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,10,-2.0206976,2
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,11,-2.7293403,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,12,-3.3678756,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,16,-0.625,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,18,-6.909091,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,19,-3.6625514,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,20,0,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,22,-0.54288816,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,25,0.5688282,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,27,1.9503546,1
boisestatepublicradio.org,EPU_POLICY_POLITICAL,2019,12,28,-1.0709505,1
boisestatepublicradio.org,EPU_POLICY_REFORM,2019,12,12,2.970297,1
boisestatepublicradio.org,EPU_POLICY_REGULATORY,2019,12,12,-0.22421524,1
boisestatepublicradio.org,EPU_POLICY_REGULATORY,2019,12,20,0,1
boisestatepublicradio.org,EPU_POLICY_SPENDING,2019,12,9,-4.1666665,1
boisestatepublicradio.org,EPU_POLICY_SPENDING,2019,12,10,-8.196721,1
boisestatepublicradio.org,EPU_POLICY_SPENDING,2019,12,13,0.39215687,1
boisestatepublicradio.org,EPU_POLICY_TAX,2019,12,17,0.25188917,1
boisestatepublicradio.org,EPU_POLICY_TAX,2019,12,20,-4.6875,1
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,3,-0.9118541,1
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,4,-2.8688524,1
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,10,-0.5326232,1
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,12,-4.2649093,2
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,13,-4.850746,1
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,14,-4.850746,1
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,18,-6.909091,1
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,27,1.9503546,1
boisestatepublicradio.org,EPU_POLICY_WHITE_HOUSE,2019,12,30,-2.7989821,1
boisestatepublicradio.org,EPU_UNCERTAINTY,2019,12,5,-0.7915567,1
boisestatepublicradio.org,ETH_INDIGINOUS,2019,12,13,-4.9043064,1
boisestatepublicradio.org,EVACUATION,2019,12,9,-2.8169014,1
boisestatepublicradio.org,EXILE,2019,12,19,0,1
boisestatepublicradio.org,EXTREMISM,2019,12,4,-2.8688524,1
boisestatepublicradio.org,EXTREMISM,2019,12,12,-6.212019,1
boisestatepublicradio.org,EXTREMISM,2019,12,20,-0.35971224,1
boisestatepublicradio.org,FREESPEECH,2019,12,6,-4.097715,1
boisestatepublicradio.org,GENDER_VIOLENCE,2019,12,11,-2.7293403,1
boisestatepublicradio.org,GENDER_VIOLENCE,2019,12,19,-3.6625514,1
boisestatepublicradio.org,GENDER_VIOLENCE,2019,12,25,0.5688282,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,3,-0.9118541,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,4,-2.0744262,2
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,5,2.7522936,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,6,-4.097715,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,11,-2.7293403,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,12,-4.913946,3
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,13,-3.768895,3
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,14,-4.850746,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,18,-6.909091,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,19,-2.4041116,3
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,25,0.5688282,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,28,-1.0709505,1
boisestatepublicradio.org,GENERAL_GOVERNMENT,2019,12,30,-2.7989821,1
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,1,-0.8130081,1
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,3,-0.87159455,3
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,4,0.038426053,2
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,6,-2.4700997,3
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,9,-3.491784,2
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,10,-3.5234184,2
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,11,-2.0905924,2
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,12,-6.212019,1
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,13,-3.2334032,2
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,14,3.875969,1
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,16,-3.930131,1
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,17,0.5007615,3
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,18,1.8518518,2
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,19,-3.520984,2
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,20,0.4750399,5
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,23,-4.3331227,2
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,25,0.5688282,1
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,27,-5.378486,1
boisestatepublicradio.org,GENERAL_HEALTH,2019,12,30,-7.51634,1
boisestatepublicradio.org,GENERAL_PUBLIC_OPINION,2019,12,19,0,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,2,2.4,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,3,2.970297,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,6,-2.5936599,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,7,0,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,9,10,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,11,3.3018868,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,17,2.8365,2
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,18,3.7037036,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,19,1.2456747,2
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,20,1.9279866,5
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,23,-3.8135593,1
boisestatepublicradio.org,GEN_HOLIDAY,2019,12,30,-1.7809821,3
boisestatepublicradio.org,GOV_LOCALGOV,2019,12,9,-2.8169014,1
boisestatepublicradio.org,GOV_LOCALGOV,2019,12,13,-1.5516319,1
boisestatepublicradio.org,GOV_LOCALGOV,2019,12,18,-1.4869889,1
boisestatepublicradio.org,GRIEVANCES,2019,12,11,-2.7293403,1
boisestatepublicradio.org,HARASSMENT,2019,12,3,-2.4752476,1
boisestatepublicradio.org,HARASSMENT,2019,12,4,-0.53301525,2
boisestatepublicradio.org,HARASSMENT,2019,12,5,-4.455446,1
boisestatepublicradio.org,HARASSMENT,2019,12,27,-5.378486,1
boisestatepublicradio.org,HEALTH_VACCINATION,2019,12,17,-1.7199017,1
boisestatepublicradio.org,HEALTH_VACCINATION,2019,12,19,-3.3794162,1
boisestatepublicradio.org,HUMAN_RIGHTS_ABUSES_EXTRAJUDICIAL,2019,12,23,-4.8526864,1
boisestatepublicradio.org,HUMAN_RIGHTS_ABUSES_EXTRAJUDICIAL,2019,12,25,0.5688282,1
boisestatepublicradio.org,HUMAN_RIGHTS_ABUSES_HUMAN_RIGHTS_ABUSES,2019,12,12,-6.212019,1
boisestatepublicradio.org,HUMAN_RIGHTS_ABUSES_TORTURING,2019,12,11,-2.7293403,1
boisestatepublicradio.org,IDEOLOGY,2019,12,4,1.356852,1
boisestatepublicradio.org,IDEOLOGY,2019,12,17,-1.7199017,1
boisestatepublicradio.org,IDEOLOGY,2019,12,19,-3.6625514,1
boisestatepublicradio.org,IMMIGRATION,2019,12,12,2.970297,1
boisestatepublicradio.org,IMMIGRATION,2019,12,19,-3.5497835,1
boisestatepublicradio.org,IMMIGRATION,2019,12,21,0,1
boisestatepublicradio.org,IMPEACHMENT,2019,12,3,-0.9118541,1
boisestatepublicradio.org,IMPEACHMENT,2019,12,4,-2.8688524,1
boisestatepublicradio.org,IMPEACHMENT,2019,12,9,-3.7138927,1
boisestatepublicradio.org,IMPEACHMENT,2019,12,10,-0.5326232,1
boisestatepublicradio.org,IMPEACHMENT,2019,12,12,-4.2649093,2
boisestatepublicradio.org,IMPEACHMENT,2019,12,13,-4.778314,2
boisestatepublicradio.org,IMPEACHMENT,2019,12,14,-4.850746,1
boisestatepublicradio.org,IMPEACHMENT,2019,12,18,-6.909091,1
boisestatepublicradio.org,INFO_HOAX,2019,12,13,-4.850746,1
boisestatepublicradio.org,INFO_HOAX,2019,12,14,-4.850746,1
boisestatepublicradio.org,INFO_RUMOR,2019,12,12,-6.212019,1
boisestatepublicradio.org,JUSTICE,2019,12,11,-0.9661836,1
boisestatepublicradio.org,JUSTICE,2019,12,23,-4.8526864,1
boisestatepublicradio.org,KIDNAP,2019,12,19,-3.5497835,1
boisestatepublicradio.org,KIDNAP,2019,12,25,0.5688282,1
boisestatepublicradio.org,KIDNAP,2019,12,27,-5.378486,1
boisestatepublicradio.org,KILL,2019,12,1,-0.8130081,1
boisestatepublicradio.org,KILL,2019,12,3,-3.5856574,1
boisestatepublicradio.org,KILL,2019,12,4,1.356852,1
boisestatepublicradio.org,KILL,2019,12,6,-4.097715,1
boisestatepublicradio.org,KILL,2019,12,9,-2.8169014,1
boisestatepublicradio.org,KILL,2019,12,10,-1.1935868,3
boisestatepublicradio.org,KILL,2019,12,11,-2.3035083,3
boisestatepublicradio.org,KILL,2019,12,12,-6.212019,1
boisestatepublicradio.org,KILL,2019,12,13,-4.9043064,1
boisestatepublicradio.org,KILL,2019,12,17,-1.7199017,1
boisestatepublicradio.org,KILL,2019,12,18,-6.909091,1
boisestatepublicradio.org,KILL,2019,12,19,-3.6625514,1
boisestatepublicradio.org,KILL,2019,12,22,-0.54288816,1
boisestatepublicradio.org,KILL,2019,12,23,-4.8526864,1
boisestatepublicradio.org,KILL,2019,12,25,0.5688282,1
boisestatepublicradio.org,KILL,2019,12,27,-3.4157388,2
boisestatepublicradio.org,KILL,2019,12,28,-1.0709505,1
boisestatepublicradio.org,KILL,2019,12,30,-7.51634,1
boisestatepublicradio.org,LEADER,2019,12,2,0.8,3
boisestatepublicradio.org,LEADER,2019,12,3,-0.98535573,3
boisestatepublicradio.org,LEADER,2019,12,4,0.00804582,6
boisestatepublicradio.org,LEADER,2019,12,5,-0.83156955,3
boisestatepublicradio.org,LEADER,2019,12,6,-3.3456874,2
boisestatepublicradio.org,LEADER,2019,12,9,-3.7138927,1
boisestatepublicradio.org,LEADER,2019,12,10,-3.3033485,2
boisestatepublicradio.org,LEADER,2019,12,11,0.07534821,3
boisestatepublicradio.org,LEADER,2019,12,12,-3.838407,5
boisestatepublicradio.org,LEADER,2019,12,13,-2.817077,6
boisestatepublicradio.org,LEADER,2019,12,14,-4.850746,1
boisestatepublicradio.org,LEADER,2019,12,16,-2.6806774,3
boisestatepublicradio.org,LEADER,2019,12,17,-0.7340063,2
boisestatepublicradio.org,LEADER,2019,12,18,-4.19804,2
boisestatepublicradio.org,LEADER,2019,12,19,-3.5305839,3
boisestatepublicradio.org,LEADER,2019,12,20,2.4390244,1
boisestatepublicradio.org,LEADER,2019,12,21,0,1
boisestatepublicradio.org,LEADER,2019,12,22,-0.54288816,1
boisestatepublicradio.org,LEADER,2019,12,23,-3.8135593,1
boisestatepublicradio.org,LEADER,2019,12,25,0.5688282,1
boisestatepublicradio.org,LEADER,2019,12,26,0,1
boisestatepublicradio.org,LEADER,2019,12,27,-1.7140657,2
boisestatepublicradio.org,LEADER,2019,12,28,-1.0709505,1
boisestatepublicradio.org,LEADER,2019,12,30,-1.3994911,2
boisestatepublicradio.org,LEGALIZE,2019,12,3,0.9708738,1
boisestatepublicradio.org,LEGALIZE,2019,12,9,2.189781,1
boisestatepublicradio.org,LEGISLATION,2019,12,1,-0.8130081,1
boisestatepublicradio.org,LEGISLATION,2019,12,3,0.8009232,3
boisestatepublicradio.org,LEGISLATION,2019,12,4,-0.9306668,3
boisestatepublicradio.org,LEGISLATION,2019,12,5,-0.7915567,1
boisestatepublicradio.org,LEGISLATION,2019,12,6,-4.097715,1
boisestatepublicradio.org,LEGISLATION,2019,12,9,-4.1666665,1
boisestatepublicradio.org,LEGISLATION,2019,12,10,-6.0740743,1
boisestatepublicradio.org,LEGISLATION,2019,12,11,-3.1503844,2
boisestatepublicradio.org,LEGISLATION,2019,12,12,-3.2450042,4
boisestatepublicradio.org,LEGISLATION,2019,12,13,-4.9043064,1
boisestatepublicradio.org,LEGISLATION,2019,12,16,-2.4640036,3
boisestatepublicradio.org,LEGISLATION,2019,12,17,-1.7199017,1
boisestatepublicradio.org,LEGISLATION,2019,12,18,-4.9382715,1
boisestatepublicradio.org,LEGISLATION,2019,12,19,-3.6061676,2
boisestatepublicradio.org,LEGISLATION,2019,12,23,-4.8526864,1
boisestatepublicradio.org,LEGISLATION,2019,12,27,-5.378486,1
boisestatepublicradio.org,LGBT,2019,12,4,1.356852,1
boisestatepublicradio.org,LGBT,2019,12,7,0,1
boisestatepublicradio.org,LGBT,2019,12,11,-2.4223175,3
boisestatepublicradio.org,LGBT,2019,12,19,-3.5497835,1
boisestatepublicradio.org,LITERACY,2019,12,17,3.6590617,2
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,1,-0.8130081,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,3,-3.5856574,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,4,0,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,6,0.5550219,2
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,7,0,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,9,-2.8169014,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,10,-0.7526929,2
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,11,-2.3035083,3
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,12,-2.6930792,2
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,13,0.39215687,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,16,-3.930131,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,19,-3.6625514,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,20,0,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,22,-0.54288816,1
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,25,0.5688282,1
